ID;description
3000548;MX- 3469 INHIBIDOR DUAL
3000549;MEDICION DE ESPESORES
3000550;DEPOSITO CUBIERTO ADICIONAL DE 800M2
3000551;MANTENIMIENTO DE SONDA TOMA MUESTRA
3000552;SERV SUP WO SEMI SENIOR - 7 X 7
3000553;RETROEXCAVADORA GRANDE
3000554;ALQUILER TRAILER OFICINA
3000555;DETERMINACION S.A.R.A.
3000556;DENSIDAD DE PETROLEO
3000557;SIMA-RETROEXCAVADORA SOBRE GOMAS
3000558;NORMALIZADO DE ALOJAMIENTOS 201 A 300 MM
3000559;FLETE X BULTO DE 15 A 25 KG
3000560;BEBIDAS CALIENTES
3000561;ENSALADAS DE FRUTAS
3000562;MX-6-2502 - INH DE CORROSION
3000563;P-3920 - INH DE PARAFINAS
3000564;SANDWICHS
3000565;SE DE INST ENL PUESTO DE CONTROL
3000566;SERVICIO DE MANTENIMIENTO MENSUAL
3000567;RIG UP / RIG DOWN
3000568;DEPOSITO CUBIERTO DE 1500M2
3000569;PAUTA PRENSA
3000570;HS VIAJE EXTRA UOCRA 545/08
3000571;CAMION AGUA 35 M3
3000572;SERVICIO DE IN-OUT
3000573;SEGUROS VARIOS DEVENGADOS
3000574;SE DE REPETIDOR DE VHF MED
3000575;CCTV RINCON DE ARANDA
3000576;FLETE X MAS DE 3 BULTOS
3000577;SALUDABLES COMBO
3000578;KILOMETRO EXCEDENTE SERVICIO DE PATRULLA
3000579;SUSCRIPCIONES VARIAS
3000580;ALQUILER COCHERAS PLAYON
3000581;CONTROL DE PLAGAS - UNIDAD LACT
3000582;P-3650 - SOLVENTE DE PARAFINAS
3000583;SIMA - RETROEXCAVADORA GRANDE CON ORUGA
3000584;PEAJE
3000585;EXPENSAS DPTO. NEUQUEN
3000586;HORA ESPERA FUERZA MAYOR SIN PERSONAL
3000587;HORA OPERATIVA CON CASING DRILLING
3000588;CARGO DIARIO HERRAMIENTA PROSHOT
3000589;VALOR DE KM FUERA DEL RADIO 30 KM
3000590;ESTADIA MENSUAL PERMANENTE
3000591;PRODUCTOS VARIOS - CEMENTACION
3000592;SERVICIO DE REPARACION DE SKIDS
3000593;CARRERA TREPANO 8 3/4 CONV LUMPSUM
3000594;CARGO POR MEDICION - CADA SET
3000595;REC PLUS A (EX NH913) ACUO HUMECTANTE
3000596;REC PLUS B (EX PS950) DISPERSANTE
3000597;DIA STAND BY DEL SERVICIO NABORS
3000598;DENSIDAD POR EQUIPO DENSISTOMETRO
3000599;HORAS TECNICAS
3000600;DESINSTALAR RADIO MOVIL COMPLETO
3000601;DESINSECTACION
3000602;RECAMBIO DE AISLADOR DE RETENCION
3000603;PROVISION SOPORTE PARA MICROFONO
3000604;NORMALIZADO DE ALOJAMIENTOS 30 A 100 MM
3000605;CONTROL DE PLAGAS - BASURAL
3000606;CARGO DIARIO LUMINARIAS
3000607;ANALISIS DE HUMEDAD - ASTM D2784
3000608;ALINEACION
3000609;PRUEBA HIDRAULICA EXTINTOR HCFC X 10 KG
3000610;SIMA - CAMION CON HIDRO 5TN Y BARQUILLA
3000611;SERVICIO DE VIGILANCIA CON PATRULLA
3000612;PLANTA FIJA DE TRATAMIENTO EFLUENTES
3000613;EXTRACCION DE CENTRALIZADORES BIPARTIDOS
3000614;VINCULACION DE LINEAS AEREAS
3000615;SERVICIO DE MAESTRANZA
3000616;HORAS EXTRAS AL 50%
3000617;SUELO RETIRADO DURANTE LA EXCAVACION
3000618;DIA DE SERVICIO TECNICO EN CAMPO
3000619;GASTOS CABLEVISION
3000620;VALOR KM ADICIONAL
3000621;PULGADA DE SOLDADURA ADICIONAL
3000622;BALANCEO POR RUEDA
3000623;B-8642 - BIOCIDA PARA PIAD
3000624;WIND SENSOR
3000625;COLOCACION DE CARTELES VIALES
3000626;HONORARIOS AMBITO JUDICIAL
3000627;HS 100% UOCRA 545/08
3000628;TTE ULT MILLA ARENA - DESDE AÑELO
3000629;CAMBIO VALVULA COMPLETA EXTINTOR CO2
3000630;VINILO IMPRESO BASE GRIS
3000631;TRANSPORTE DE CRUDO CASO
3000632;SESION CON COCHEE - 1 POR MES
3000633;ETANOL EN SANGRE
3000634;PROVISION AGENTE EXTINTOR CO2
3000635;MATERIALES DE CORRALON
3000636;SERVICIOS DE COMUNICACION - INSTALACION
3000637;TRANSP DE SUELO C/ HIDROC (0-20 KM)
3000638;GASTOS POR VIATICOS Y TRASLADOS
3000639;SUSCRIPCIONES VARIAS APCO
3000640;ALQ ANDAMIO C/FLETE - DIA
3000641;13 02 STR PACKER 5 1/2 9 BAS 12HS OP.C
3000642;TRANSPORTE DE CRUDO CASO - 1
3000643;SERVICIO DE EQUIPOS TIPO BES (TABLA 1)
3000644;SERVICIO DE GAMMAGRAFIA REVELADO IN SITU
3000645;ESTUDIO HIDROLOGICO DE POZO
3000646;MANTENIMIENTO DE DESHIDRATADORAS
3000647;CONTROL DE ROEDORES - BATERIA - MED
3000648;B-8650 - BIOCIDA (GLUTARALDHEIDO)
3000649;MANTENIMIENTO PREVENTIVO/CORRECTIVO CCTV
3000650;HORAS EXTRAS AL 100% - NOVATIUM
3000651;HONORARIOS AUDITORIA EXTERNA
3000652;GOMA ECONOMIZADORA P/CABLE 9/16'
3000653;TARIFA FUERZA MAYOR
3000654;PO - SERVICIO DE MONTAJE DE PUMP OFF
3000655;COPA PISTONEO UF35W 2 7/8'
3000656;PROVISION ANILLO BX-153 N/P REF024
3000657;SERVICIO DE CEMENTACIONES SECUNDARIAS
3000658;OTROS CONCEPTOS
3000659;TELAS DE ZARANDA MESH 270
3000660;ENNVASE CAJA COFRE
3000661;PROVISION ANILLO RX-46 N/P REF019
3000662;PROCESAMIENTO CAJA COFRE
3000663;SERVICIO DE TRATAMIENTO QUIMICO
3000664;SONICO PROFUNDIDAD
3000665;DRILL - SERVICIO CONTROL GEOLOGICO
3000666;CARRERA TREPANO 6 1/4 CONV LUMPSUM
3000667;REGISTRO DE PRESIONES PROFUNDIDAD
3000668;PROVISION ANILLO R-46 N/P REF018
3000669;PROVISION ANILLO BX-156 N/P REF027
3000670;TARIFA ESPERA LUZ DIURNA
3000671;SERVICIO DE CAMION PORTA CONTENDOR
3000672;BAJADA DE BOMBA MAYOR A 2500 MTS.
3000673;PILETA PREPARADORA 40 MTS
3000674;PILETA ENSAYO ADICIONAL
3000675;NEUTRON COMPENSADO PROFUNDIDAD
3000676;SONICO REGISTRO MEOPLAR
3000677;20 15 KIT WIRE LINE POR OP NO INCL OP
3000678;13 02 STR PACKER 5 1/2 AB POR OP OP.C
3000679;NEUTRON COMPENSADO REGISTRO
3000680;TENDIDO DE ALAMBRADO X METRO
3000681;SERV ALMACENAJE / LOGISTICA
3000682;DIA SUPERV Y ASIST TECNICA EN POZO
3000683;KILOGRAMO DE ACIDO CITRICO
3000684;ANALISIS COMPLETO MUESTRA PETROLEO
3000685;% AGUA KARL FISCHER
3000686;20 13 SET TOOL POR OP PRIMERAS 6H S/OP
3000687;SALES POR SALINOMETRO (G/M3)
3000688;ANALISIS CONTENIDO ESTRONCIO
3000689;PROVISION ELECTRODOS
3000690;PROVISION DE CUPLA 3 1/2' PARA CONEXION
3000691;MANTENIMIENTO DE CALENTADOR DE PTE
3000692;CROMATOGRAFIA LIQUIDA EXTENDIDA
3000693;ANALISIS AMBIENTE LABORAL (COMPLETO)
3000694;JORANDA DE MUESTREO DE ARENA
3000695;COMPONENTES AZUFRADOS
3000696;CONSTRUCCION DE EQUIPOS Y PREFABRICADOS
3000697;DENSIDAD DEL AGUA
3000698;CONTROL DE ROEDORES - PIAS - MED
3000699;SERVICIO LIMPIEZA QUIMICA
3000700;REPARACION INTEGRAL AGITADOR WEMCO
3000701;MAOYT. JDLM-MEDANITO PCIA DE RIO NEGRO
3000702;CALIBRACION DE PM-530 JQ
3000703;B-8805 - BIOCIDA
3000704;CONTROL DE ROEDORES - UNIDAD LACT - MED
3000705;TRASLADOS DE TANQUE
3000706;PINTADO INTERIOR DE TANQUES
3000707;INSTALACION DE ANODOS
3000708;INH. INCRUSTACION SCALETROL PDC9442
3000709;CONEXION A LA RED POR HOT TAP
3000710;CONSTRUCCION Y METAJE DE COLECTOR
3000711;CARGO DIARIO - GENERADOR 120 KVA
3000712;REPOSICION DE GAS OIL POR LITRO
3000713;CONTROL DE ROEDORES - ARCHIVO
3000714;REEMPLAZO DE PISO DE TANQUE
3000715;13 02 STR PACKER 5 1/2 AD ADIC P/H OP.C
3000716;CAMION CON HIDROGRUA
3000717;SERVICIO DE INSPECCION
3000718;CALIBRACION DE PM-93 EL
3000719;SEGURO DE LA CARGA TRANSPORTADA
3000720;HORMIGON DE FOSA P/ANCLAJE
3000721;DIA DE INGENIERO SSR/SR EN GABINETE
3000722;HC TOTALES
3000723;ANALISIS SUELO HTP S / LEGISL RIO NEGRO
3000724;HORAS EXTRAS
3000725;CARGO DIARIO MAXIMO TRAILER VIVIENDA
3000726;CARGO DIARIO - TANQUE DE AGUA POTABLE
3000727;CONTROL DE ROEDORES - PTC - MED
3000728;CONTROL DE ROEDORES - ALMACENES - MED
3000729;DRNADA DE SOLDADURA
3000730;PRODUCTOS DE LIMPIEZA
3000731;SERVICIOS TECNICOS - SOPORTE NETWORKING
3000732;METRO CUBICO DE HOMRIGON ADICIONAL
3000733;CONTROL DE ROEDORES - SUM
3000734;LOCACION POZO PEL.RN.EM-2002
3000735;ESTUDIO PROCTOR COMPLETO
3000736;CADETERIA CIPOLLETTI
3000737;PROVISION DE MATERIALES PARA ENFERMERIA
3000738;CARGO DIARIO MUERTOS Y ROUND SLING
3000739;LAVADO COMPLETO CAMIONETAS
3000740;SERVICIO PROCES.DATOS Y CUSTODIA
3000741;GASTOS DE REPRESENTACION
3000742;CARGO DIARIO SEPARADOR
3000743;CARGO DIARIO LINEAS DE BAJA
3000744;CARGO DIARIO - CHOKE MANIFOLD
3000745;PERSONAL OPERACION 24 HS.
3000746;RELEVAMIENTO DE POTENCIALES PASO A PASO
3000747;RELEVAMIENTO DE RESISTIVIDADES
3000748;DISPONIBILIDAD
3000749;CONSTRUCCION DE CAMINO NUEVO
3000750;SIMA - REMISSE CAT - AEL - CAT (FERIADO)
3000751;CONSTRUCCION DE FOSA DE QUEMA
3000752;CAMION DC CON HIDRO 2,5 TN
3000753;ARENADO Y PINTADO EXTINTOR CO2 X 5 KG
3000754;CADETERIA FERNANDEZ ORO
3000755;PROVISION BIDON DE AGUA 20 LITROS
3000756;VIÁTICOS Y MOVILIDAD
3000757;REALIZACION DE AUDITORIAS AMBIENTALES
3000758;MOVILIDAD POR KM DE AUTOBOMBA
3000759;CADETERIA NEUQUEN CAPITAL
3000760;COLOCACION DE PRECINTO
3000761;LIMPIEZA COMPLETA POR CORROSION
3000762;SERVICIO DE AUTOBOMBA CON PERSONAL
3000763;GASTOS VARIOS AREA
3000764;REEMBOLSO DE GASTOS
3000765;ANALISIS VIBRAC EQ MOTOCOMPRESOR RUTA 1
3000766;OTROS GASTOS - ALQUILER CAMIONETAS
3000767;DESPLAZAMIENTO PERSONAL
3000768;SERVICIO DE INTERCAMBIOS BES
3000769;SERVICIO DE AUDITORIA NEUQUEN
3000770;RECAMBIO DE CRUCETAS MN 110
3000771;RECAMBIO DE AISLADOR DE PERNO RIGIDO
3000772;SERVICIO CROMATOGRAFO LPG
3000773;MATERIAL ACERO 4140/1045
3000774;DIA DE TECNICO EN CAMPO
3000775;CARGO DIARIO LINEAS DE ALTA
3000776;CARGO DIARIO - TANQUE DE GAS OIL
3000777;CONSTRUCCION DE MUERTO DE ANCLAJE
3000778;SIMA - TOPADORA MEDIANA
3000779;ACONDIC SUELO TRAT EN SITIOS A RESTAURAR
3000780;TRANSPORTE EN SEMI O BATEA
3000781;TRANSPORTE EN PORTA-CONTENEDOR
3000782;COFEE TIPO 1
3000783;HORAS EXTRAS
3000784;WINDROCK MOTOR CON 12 CIL
3000785;PILETA EXTRA ACUMULACION PULLING
3000786;ALQUILER BARRAS DE SONDEO
3000787;TRANSPORTE MATERIALES SÓLIDOS CON CUREÑA
3000788;ALQUILER BARRAS 4 1/2
3000789;OPERACION CANCELADA
3000790;MOVILIZACION - CUARTO HITO DE PAGO
3000791;ALQUILER BARRAS DE SONDEO DE 3 1/2
3000792;ALQUILER DE BOP 11' 5000
3000793;TARIFA LUMP SUM CASING RUNNING 9 5/8
3000794;LODO EMULSION INVERSA  13.5 = MW < 15.5
3000795;KILOMETRO ADICIONAL DESPUES DE LOS 30KM
3000796;INTERPRETACION ENSAYO PLT
3000797;BUCKING UNIT (2 7/8' A 13 3/8')
3000798;ALQUILER TRAILER ADICIONAL
3000799;CARGA O DESCARCA DE SOLIDOS
3000800;ALQUILER BOP ANULAR 11-3000 PSI
3000801;TRAILER ADICIONAL
3000802;SERVICIO DE FRACTURA EN REPARACION
3000803;MOVILIZACION - SEGUNDO HITO DE PAGO
3000804;INTERPRETACION DE ENSAYO DE PRESION
3000805;SERVICIO DE REPARACION DE BOMBAS
3000806;SERVICIO DE EXTRACCION DE CORONA
3000807;MOVILIZACION - PRIMERO HITO DE PAGO
3000808;MOVILIZACION - TERCER HITO DE PAGO
3000809;TRANSPORTE, ENTREGA Y RETIRO EN POZO
3000810;PROVISION ANILLO R-45 N/P REF017
3000811;TIJERAS/PUNTO DEBIL ACTIVACION
3000812;INDUCCION / LATEROLOG (PROFUNDIDAD)
3000813;CROSS DIPOLO SHEAR PROSS. (CAR. BASICO)
3000814;T. ESPERA - UNIDAD DE REG. (FRANQ. 5 HS)
3000815;CLORURO DE SODIO
3000816;FRACTURA FM VACA MUERTA
3000817;PROVISION ANILLO R-24
3000818;CARRERA TREPANO 8 1/2 CONV LUMPSUM
3000819;SONICO REGISTRO DIPOLAR
3000820;COMIDA Y ALOJAMIENTO (DIA/PERSONA)
3000821;INDUCCION / LATEROLOG (REGISTRO)
3000822;CROSS DIPOLO SHEAR PROSSESING
3000823;11 02 PACKER TKR1 5 1/2 AH ALQ INDT
3000824;STAND BY EN LOCACION PEDIDO POR VISTA
3000825;DTM ENTRE POZOS MULTIPAD HASTA 10 KM
3000826;PROVISION ORIFICIOS 6 MM
3000827;PROVISION ANILLO R-31 N/P REF014
3000828;TRANSPORTE A LOCACION - IDA Y VUELTA
3000829;12 02 TAPON TPR1 5 1/2 AD ADIC P/H
3000830;12 04 TAPON TPR1 9 5/8 AD ADIC P/H
3000831;GUIA CON PDC RENTAL LUMP SUM
3000832;SISTEMA TDL 62%
3000833;ALQUILER CAJA PORTA ORIFICIO 10K
3000834;11 04 PACKER TKR1 9 5/8 AD ADIC P/H
3000835;31 00 UNI P/PCKER D BAS P/12HS-FR 3 3/4
3000836;SERVICO DE PERFILAJE POZO ENTUBADO
3000837;18 10 CSGSVR 5 1/2 Y 7 B 24H O FR S/OP
3000838;ALQUILER DIARIO BHA SUPERF
3000839;TRASLADO VACTOR AL AREA MEDANITO
3000840;15 02 TON TPR3 5 1/2 BAS P/12HS- FR
3000841;18 10 CSGSVR 5 1/2 Y 7 POR VALV 3'15KSI
3000842;18 11 TREE SAVER AO POR OP DATA FRAC
3000843;20 14 STINGERAM ADIC P/H NO INCLUYE OP.
3000844;TRASLADO VACTOR AL AREA ENTRE LOMAS
3000845;ACIDO CLORHIDRICO HCI AL 30%
3000846;COSTO POR SERVICIO CANCELADO EN LOCACION
3000847;12 02 TAPON TPR1 5 1/2 BAS P/12HS
3000848;12 02 TAPON TPR1 5 1/2 AB POR OP
3000849;12 04 TAPON TPR1 9 5/8 AE ALQ DIARIO
3000850;REP CONONOFF WL5 ½'X2 7/8'EUE PERF2.31'
3000851;26 00 TRANS POR HIDROGRUA P/ CGA Y DES
3000852;11 03 PACKER TKR1 7 AB POR OP OP.C
3000853;AGUA TRANSFERIDA DE 4000 A 5999 M3
3000854;LITRO ACUO - HUMECTANTE PI-20
3000855;PACKER MECANICO P-111 DE 5 ½'X2 7/8' EUE
3000856;DISCO DE RUPTURA DUAL 10 K 2-7/8' EUE
3000857;15 02 TAPON TPR3 5 1/2 AD ADIC P/H
3000858;LITRO DE AGUA FILTRADA Y DESMINERALIZADA
3000859;18 10 CSGSVR 5 1/2 Y7 P/KM IDA 30 KMIN
3000860;AGUA TRANSFERIDA DE 6000 A 7999 M3
3000861;AGUA TRANSFERIDA DE 2000 A 3999 M3
3000862;LITRO DISPERSANTE PARAFINAS Y ASFALTENOS
3000863;REPARACION ON-OFF 2 7/8'
3000864;HIDROGRUA PARA CAMION PLAYO HASTA 3 TON
3000865;CURVA VISCOSIDAD DINAMICA O CINEMATICA
3000866;H2S X BOMBA DRAGÜER (ANALISIS IN SITU)
3000867;15 02 TAPON TPR3 5 1/2 AB POR OP
3000868;TAPON EXPULSABLE DE 2 7/8' EUE
3000869;REP ANCLA TUBING AT-4 DE 5 ½'X2 7/8'EUE
3000870;SERVICIO DE PALETIZADO
3000871;AGUA TRANSFERIDA DE 8000 A 10000 M3
3000872;ALQUILER MENSUAL SAPEP Eq. 1 a 10
3000873;20 14 STINGERAB POR OP NO INCLUYE OPER.
3000874;DETERMINACION PARAFINAS
3000875;CURVA DESTILACION DE PETROLEO ASTM
3000876;ESTUDIO COMPATIBILIDAD DE AGUA RECUPERAC
3000877;AGUA TRANSFERIDA
3000878;CORTADOR QUIMICO POR PROFUNDIDAD
3000879;ADICIONALES PUNZADOS
3000880;DESHIDRATACION MUESTRA PETROLEO
3000881;CARACTERIZACION DE DEPOSITOS SOLIDOS (OR
3000882;SERVICIO DE LABORATORIO PARA FERIADOS
3000883;ANALISIS EMISIONES GASEOSAS
3000884;PRODUCTOS DE ELECTRICIDAD
3000885;OVERSHOT HIDRAULICO
3000886;RECAMBIO DE AISLADOR DE SUSPENSION
3000887;DETERMINACION CO2 'IN SITU'
3000888;EXTRACCION DE BARROS
3000889;PROFESIONAL JUNIOR - CAMPO
3000890;COSTO DE TRASLADO DE TODO EL EQUIPO
3000891;MATERIAL CHAPA A36
3000892;LB LINEA BASE BIODIVERSIDAD - 10 SITIOS
3000893;MANTENIMIENTO HORNO VERTICAL HRU
3000894;CONTROL DE INSECTOS - ALMACENES - MED
3000895;CONTROL DE INSECTOS - ARCHIVO
3000896;RECUPERACION DE VASTAGO DE 2DA ETAPA
3000897;SERVICIO TECNICO COMUNICACIONES
3000898;CARGO DIARIO - SSV 3 1/16 10KPSI
3000899;ENSAYO DE POZOS - WELL TESTING
3000900;DESVINCULACION DE RECONECTADOTES
3000901;LOCACION POZO PEL.RN.EM-2003
3000902;LOCACION POZO PEL.RN.TA-2006D
3000903;LOCACION POZO PEL.RN.TA.A-2007
3000904;INSPECCION TECNICA EN FABRICA
3000905;AGUA TRANSFERIDA MENOS 2000 M3
3000906;MOVILIZACION FLUSH BY
3000907;CAMBIO RESORTE PARA VASTAGO
3000908;CONSTRUCCION DE BODEGA TIPO 1 (CMED)
3000909;ANALISIS COMPLETO DE AGUA PARA CONTROL M
3000910;CUANTIFICACION SOLIDOS RETENIDOS SOBRE M
3000911;ARENADO Y PINTADO EXTINTOR CO2 X 10 KG
3000912;ANIMACIONES 2 HORAS DE ELABORACION
3000913;PROVISION Y COLOCACION ANTENA GPS VL
3000914;CAMBIO RUEDA PARA CARRO EXTINTOR DE CO2
3000915;SERVICIO DE GAMMAGRAFIA ROLL PACK
3000916;REPARACION DE CONVERTIDOR I/P FOXBORO
3000917;ASISTENCIA PROGRAMADA ENTRE LOMAS
3000918;HOSPEDAJE MEDANITOS-RIO NEGRO (CATRIEL)
3000919;MOVIMIENTO DE EQUIPO
3000920;CONTROL DE INSECTOS - SUM
3000921;SERVICIO MOZO
3000922;PINTURA PANOS DOBLES CAMIONETA
3000923;ASISTENCIA DE PERSONAL DE RELEVO
3000924;SERVICIOS TECNICOS - TECNICO NOVATIUM
3000925;COFEE TIPO 2
3000926;CADETERIA PARQUE INDUSTRIAL
3000927;DRNADA DE SOLDADURA - 8 HORAS
3000928;TRANSPORTE DE CRUDO CAN
3000929;TRANSPORTE DE CRUDO MED
3000930;TRANSPORTE DE CRUDO BDP
3000931;TRANSPORTE DE CRUDO AAA
3000932;TRANSPORTE DE CRUDO ENTRE LOMAS NQN
3000933;TRANSPORTE DE CRUDO ENTRE LOMAS RN
3000934;KM VEHICULO PARA AUXILIO
3000935;CHAPA PANOS SIMPLES CAMIONETA
3000936;PROVISION DE CABLE DE 4 MM HMW600V
3000937;VIATICOS Y MOVILIDAD CUENCA NEUQUINA
3000938;MOVIMIENTO DE CAJAS NORMALES
3000939;EXPENSAS COCHERA CUBO
3000940;RECTIFICADO DE CAMPANAS DE FRENOS
3000941;MOVILIZACION DE EQUPOS VARIOS
3000942;TRANSPORTE DE CRUDO ENTRE LOMAS RN - 1
3000943;MESA DE AYUDA
3000944;SIMA - TOPADORA CHICA
3000945;INSTALACION DE TRAILER FUERA DTM
3000946;TRANSPORTE DE RESIDUOS CON HIDROCARBUROS
3000947;AUDITORIA AMBIENTAL PLANTA PTC (6 TK´S)
3000948;PROYECTO
3000949;DIA ADICIONAL
3000950;LOCACION POZO PEL.RN.TA-2005
3000951;CONSTRUCCION DE BERMA PERIMETRAL
3000952;PRODUCTOS DE REFRIGERIO
3000953;CAMBIO TOBERA PARA EXTINTOR DE CO2
3000954;TRANSPORTE DE CRUDO AAA - 1
3000955;DIA DE SERVICIO TECNICO
3000956;DIA DE SERVICIO INGENIERIA
3000957;DIAGNOSTICO Y FEEDBACK
3000958;ADMINISTRACION DE BASE DE DATOS - DBA
3000959;ALTO IMPACTO 3 MM (SIN DECORAR)
3000960;CAJA COMPLETA
3000961;VIAJE DE CONSULTA NORMAL- ZONA A
3000962;ALQUILER DISPENSER AGUA
3000963;ALMACENAJE
3000964;TRANSPORTE DE CRUDO CAN - 1
3000965;ACONDICIONAMIENTO RECINTOS TRATAMIENTO
3000966;REPARACION DE PLACA CPU (34063)
3000967;TRANSPORTE DE CRUDO JM
3000968;20 13 SET TOOL ADIC P/H NO INCLUYE OPER
3000969;SERVICIO CAFETERIA POR PERSONA
3000970;HORAS EXTRAS AL 100%
3000971;ACTUALIZACION SOFTWARE
3000972;ORINA COMPLETA
3000973;ALMUERZOS/VIANDAS PARA EVENTOS
3000974;TRANSPORTE DE CRUDO BDP - 1
3000975;TRANSPORTE DE CRUDO JM - 1
3000976;SERVICIO DE AUDITORIA SGI
3000977;13 03 STR PACKER 7 AB POR OP OP.C
3000978;13 03 STR PACKER 7 AD ADIC P/H OP.C
3000979;VEHICULO PROPIO POR KM
3000980;TRANSPORTE DE CRUDO ENTRE LOMAS NQN - 1
3000981;TEST BTSA
3000982;REP PACKER MEC P-111 DE 5 ½'X2 7/8' EUE
3000983;REPCONECTORONOFF5½'X2 7/8'EUEPERFVF2.31'
3000984;SERVICIO LOCAL -200 KM CHASIS (8 TN)
3000985;DETERMINACION VISCOSIDAD DINAMICA (CPS)
3000986;CROMATOGRAFIA GASEOSA C8+
3000987;PROVISION CONECTOR COAXIAL PARA RG213
3000988;REEMPLAZAR RELAY
3000989;RECUPERACION DE VASTAGO DE 1RA ETAPA
3000990;TRASLADO CUENCA NEUQUINA
3000991;CONTROL DE ROEDORES - QUINCHO CATRIEL
3000992;PROVISION ACCESORIOS DE COMPUTACION
3000993;MEDIO OFICIAL ALBAÑIL
3000994;LAVADO COMPLETO AUTOS
3000995;SUPERVISOR MEDIO AMBIENTE
3000996;RETROEXCAVADORA GRANDE EVENTUAL
3000997;RECUPERADOR 9 MTS DRNADA ON CALL 24 HS
3000998;LOCACION POZO PEL.RN.EM-2001
3000999;SERVICIO DE ESCANEO TAMANO A1
3001000;DESMOVILIZACION FLUSH BY
3001001;COLOCACION DE FUSIBLE
3001002;RECONOCIMIENTO DE RETROACTIVOS
3001003;SERVICIO DE LUNCH
3001004;TELEFONIA CELULAR AREA SIN IVA
3001005;HONORARIOS DIRECTORIO
3001006;TRANSPORTE DE CRUDO MED - 1
3001007;TEAM COACHING CON EL EQUIPO 1 DIA
3001008;TRANSPORTE EN EXCESO 30 KM
3001009;DTM 6 A 10 KM
3001010;PROVISION DE LODO POZO TIPO 2150 MTS
3001011;TARIFA REPOSICION 1 DP 4'
3001012;ROLLO TEFLON Ø 3/4' X 20 M
3001013;COPA PISTONEO BJ 2 7/8'
3001014;CAMBIO DE CANERIA EN COILED TUBING
3001015;TARIFA TERMINACION ANTICIPADA
3001016;KM ADICIONAL
3001017;TARIFA REPOSICION 1 HWDP 4'
3001018;DESPARAFINACION OPERACION SIMULTANEA
3001019;DESPARAFINACION ASIST EQ DE TORRE ESPERA
3001020;LODO EMULSION INVERSA  11 = MW < 13.5 
3001021;CONSULTA URGENTE EVENTUAL
3001022;EXPURGO
3001023;ELEMENTOS PARA ENTUBACION CANERIA 2 7/8'
3001024;KM ADICIONAL MAYOR A 65 KM
3001025;COSTO DE TAPON DE DESVIO HOYO PILOTO
3001026;BOP DOBLE, 7 1/16' X 10.000 PSI
3001027;PROVISION ANILLO RX-27 N/P REF013
3001028;TARIFA DIARIA TUBING DRILLING 3 ½'
3001029;DRILL - DRIFTS
3001030;DRILL - DQ 1000
3001031;DRILL - GEOMECANICA EN TIEMPO REAL
3001032;CONSULTA NORMAL EVENTUAL
3001033;PROVISION ANILLO R-57 N/P REF022
3001034;CHOKE MANIFOLD 2 1/16' X 10000 PSI
3001035;ELEMENTOS KILL LINE (INCLUYE LINEAS)
3001036;USINA (VOLVO TAD 1241 GE) 354 KW
3001037;CABEZA ROTATIVA 3,5
3001038;HW 3 1/2'
3001039;ALQUILER BARRAS 14 PM 4 ¾
3001040;LATA DE GRASA GGT-RSC-HT
3001041;EXCESO DE KM
3001042;MOVIMIENTO DE PROD. QUIMICOS - LA PAMPA
3001043;DTM 11 A 30 KM
3001044;TARIFA REPOSICION 1 DC 6 1/2'
3001045;TARIFA REPOSICION 1 DP 5'
3001046;TARIFA DE SKIDING
3001047;TARIFA ESPERA SIN PERSONAL
3001048;DTM 0 A 5 KM
3001049;TARIFA REPOSICION 1 DC 4 3/4'
3001050;TARIFA REPOSICION 1 HWDP 5'
3001051;DRILL - GEOMECANICA PREDRILL
3001052;DESMOVILIZACION FINAL
3001053;SUSTITUTO CONEXION NC38
3001054;REPARACION DE CONEXIONES XT-39 / HT-38
3001055;SERVICIO TECNICO NORMAL N/P SC-0058
3001056;COMPLETACION TAPON SOLUBLES
3001057;COMPLETACION FLUIDOS COILED TUBING
3001058;RECONOCIMIENTO SALARIAL DOSIFICACION
3001059;FLUIDO DE FRACTURA GEL XL-(25L)
3001060;MOVILIZACION/DESMOVILIZAICON BOP
3001061;PROVISION ANILLO BX-155 N/P REF026
3001062;BOP ANULAR 7 1/16' X 5000 PSI
3001063;ACUMULADOR CON PANEL DE CONTROL
3001064;DRILL - GEOMECANICA REPORTE FINAL
3001065;DRILL - CALCIMETRIA POR MUESTRA
3001066;WELL PLACEMENT SUPPORT
3001067;DRILL - MEDIDAS ADICIONALES DE PRESION
3001068;NITROGENO
3001069;WIRELINE - CORTADOR PACKER E-CUTER
3001070;WIRELINE - SERVICIO MICROSISMICA
3001071;HERRAMIENTAS DE CT - 4
3001072;HERRAMIENTAS DE CT - 6
3001073;TAPON COPPERHEAD 5IN
3001074;GRUA ADICIONAL 50 TN
3001075;LUMP SUM DE CARGO DE CORRIDA
3001076;TARIFA REPARACION (20 HS. MENSUALES)
3001077;PM 4 3/4'
3001078;ADICIONALES DE FRACTURA
3001079;ACCESORIOS Y MATERIALES
3001080;PROVISION ANILLO R-35
3001081;PRODUCTOS QUIMCIOS
3001082;BOP DOBLE 7 1/16' X 10000 PSI
3001083;ALQUILER BARRAS 6 HW 3 ½'
3001084;FLUIDOS DE FRACTURA
3001085;COMPLETACION OPERACIONES COILED TUBING
3001086;COILED TUBING 2' - DESMOVILIZACION
